Rank,Name,Net Worth,Age,Country,Source,Industry
348.0,Alain Merieux & family,$6.7 B,84.0,France,pharmaceuticals,Healthcare
349.0,Enrique Razon Jr.,$6.7 B,62.0,Philippines,ports,Logistics
350.0,Robert F. Smith,$6.7 B,59.0,United States,private equity,Finance & Investments
351.0,Law Kar Po,$6.6 B,73.0,Hong Kong,real estate,Real Estate
352.0,Nicolas Puech,$6.6 B,79.0,France,Hermes,Fashion & Retail
353.0,Viktor Rashnikov,$6.6 B,73.0,Russia,steel,Manufacturing
354.0,Dmitry Rybolovlev,$6.6 B,55.0,Russia,fertilizer,Manufacturing
355.0,Randa Duncan Williams,$6.6 B,60.0,United States,pipelines,Energy
356.0,Brian Armstrong,$6.6 B,39.0,United States,cryptocurrency,Finance & Investments
357.0,Dannine Avara,$6.6 B,58.0,United States,pipelines,Energy
358.0,Patrick Drahi,$6.6 B,58.0,France,telecom,Telecom
359.0,Milane Frantz,$6.6 B,52.0,United States,pipelines,Energy
360.0,Andreas Halvorsen,$6.6 B,60.0,Norway,hedge funds,Finance & Investments
361.0,David Siegel,$6.5 B,60.0,United States,hedge funds,Finance & Investments
362.0,David Velez,$6.5 B,40.0,Colombia,fintech,Finance & Investments
363.0,Chen Jianhua,$6.5 B,51.0,China,chemicals,Manufacturing
364.0,John Grayken,$6.5 B,65.0,Ireland,private equity,Finance & Investments
365.0,Ray Lee Hunt,$6.5 B,78.0,United States,"oil, real estate",Energy
366.0,Philippe Laffont,$6.5 B,54.0,United States,hedge fund,Finance & Investments
367.0,"Henry Nicholas, III.",$6.5 B,62.0,United States,semiconductors,Technology
368.0,Axel Oberwelland & siblings,$6.5 B,55.0,Germany,candy,Food & Beverage
369.0,Cliff Obrecht,$6.5 B,36.0,Australia,software,Technology
370.0,Melanie Perkins,$6.5 B,34.0,Australia,software,Technology
371.0,Ruan Hongliang & family,$6.5 B,61.0,China,glass,Manufacturing
372.0,Takahisa Takahara,$6.4 B,60.0,Japan,personal care goods,Fashion & Retail
373.0,Juergen Blickle,$6.4 B,75.0,Germany,auto parts,Manufacturing
374.0,Cheng Xue,$6.4 B,52.0,China,soy sauce,Food & Beverage
375.0,Jack Dangermond,$6.4 B,76.0,United States,mapping software,Technology
376.0,Jiang Weiping & family,$6.4 B,67.0,China,chemicals,Manufacturing
377.0,Orlando Bravo,$6.3 B,51.0,United States,private equity,Finance & Investments
378.0,Hong Ra-hee,$6.3 B,76.0,South Korea,Samsung,Technology
379.0,"Edward Johnson, IV.",$6.3 B,57.0,United States,money management,Finance & Investments
380.0,Li Xiaohua & family,$6.3 B,60.0,China,packaging,Manufacturing
381.0,Sri Prakash Lohia,$6.3 B,69.0,Indonesia,petrochemicals,Manufacturing
382.0,Miao Hangen,$6.3 B,57.0,China,"textiles, petrochemicals",Diversified
383.0,Bobby Murphy,$6.3 B,33.0,United States,Snapchat,Technology
384.0,Wu Jianshu,$6.3 B,58.0,Hong Kong,auto parts,Automotive
385.0,Leonard Stern,$6.2 B,84.0,United States,real estate,Real Estate
386.0,Stef Wertheimer & family,$6.2 B,95.0,Israel,metalworking tools,Manufacturing
387.0,Maria Asuncion Aramburuzabala & family,$6.2 B,58.0,Mexico,"beer, investments",Food & Beverage
388.0,Melinda French Gates,$6.2 B,57.0,United States,Microsoft,Technology
389.0,Bruce Kovner,$6.2 B,77.0,United States,hedge funds,Finance & Investments
390.0,Michal Solowow,$6.2 B,59.0,Poland,investments,Finance & Investments
391.0,Rocco Commisso,$6.1 B,72.0,United States,telecom,Telecom
392.0,Jack Dorsey,$6.1 B,45.0,United States,"Twitter, Square",Technology
393.0,Lin Li,$6.1 B,58.0,China,investments,Finance & Investments
394.0,George Lucas,$6.1 B,77.0,United States,Star Wars,Media & Entertainment
395.0,Evan Spiegel,$6.1 B,31.0,United States,Snapchat,Media & Entertainment
396.0,Zhao Yan,$6.1 B,55.0,China,biotech,Diversified
397.0,Tom Gores,$6 B,57.0,United States,private equity,Finance & Investments
398.0,Leo Koguan,$6 B,67.0,United States,IT provider,Technology
399.0,Alexei Kuzmichev,$6 B,59.0,Russia,"oil, banking, telecom",Energy
400.0,Fredrik Lundberg,$6 B,70.0,Sweden,"real estate, investments",Real Estate
401.0,Ivar Tollefsen,$6 B,60.0,Norway,real estate,Real Estate
402.0,"John, Alan & Bruce Wilson",$6 B,,Australia,retailing,Fashion & Retail
403.0,Stephen Bisciotti,$5.9 B,61.0,United States,"staffing, Baltimore Ravens",Sports
404.0,Mahendra Choksi & family,$5.9 B,80.0,India,paints,Manufacturing
405.0,Jian Jun,$5.9 B,58.0,China,biomedical products,Healthcare
406.0,Barry Lam,$5.9 B,72.0,Taiwan,electronics,Technology
407.0,Michael Moritz,$5.9 B,67.0,United States,venture capital,Technology
408.0,Teh Hong Piow,$5.9 B,92.0,Malaysia,banking,Finance & Investments
409.0,Gary Wang,$5.9 B,28.0,United States,cryptocurrency exchange,Finance & Investments
410.0,Mitchell Rales,$5.8 B,65.0,United States,"manufacturing, investments",Manufacturing
411.0,Wolfgang Reimann,$5.8 B,69.0,Germany,consumer goods,Fashion & Retail
412.0,Matthias Reimann-Andersen,$5.8 B,57.0,Germany,consumer goods,Fashion & Retail
413.0,Stefan Reimann-Andersen,$5.8 B,58.0,Germany,consumer goods,Fashion & Retail
414.0,Renate Reimann-Haas,$5.8 B,70.0,Germany,consumer goods,Fashion & Retail
415.0,Ruan Liping,$5.8 B,58.0,Hong Kong,power strips,Manufacturing
416.0,Ruan Xueping,$5.8 B,50.0,Hong Kong,power strip,Manufacturing
417.0,Andre Esteves,$5.8 B,53.0,Brazil,banking,Finance & Investments
418.0,Charles Simonyi,$5.8 B,73.0,United States,Microsoft,Technology
419.0,Josh Harris,$5.8 B,57.0,United States,private equity,Finance & Investments
420.0,John A. Sobrato & family,$5.8 B,82.0,United States,real estate,Real Estate
421.0,Rakesh Jhunjhunwala,$5.8 B,61.0,India,investments,Finance & Investments
422.0,David Steward,$5.8 B,70.0,United States,IT provider,Technology
423.0,Ken Langone,$5.8 B,86.0,United States,investments,Finance & Investments
424.0,Radovan Vitek,$5.8 B,50.0,Czechia,real estate,Real Estate
425.0,Ludwig Merckle,$5.8 B,57.0,Germany,pharmaceuticals,Finance & Investments
426.0,Les Wexner & family,$5.8 B,84.0,United States,retail,Fashion & Retail
427.0,Terrence Pegula,$5.8 B,71.0,United States,natural gas,Energy
428.0,Sam Zell,$5.8 B,80.0,United States,"real estate, private equity",Real Estate
429.0,Karen Pritzker,$5.8 B,64.0,United States,"hotels, investments",Finance & Investments
430.0,Rainer Blickle,$5.7 B,74.0,Germany,auto parts,Manufacturing
431.0,Clive Calder,$5.7 B,75.0,United Kingdom,record label,Media & Entertainment
432.0,Frits Goldschmeding,$5.7 B,88.0,Netherlands,temp agency,Service
433.0,Ananda Krishnan,$5.7 B,84.0,Malaysia,"telecoms, media, oil-services",Telecom
434.0,Joe Mansueto,$5.7 B,65.0,United States,investment research,Finance & Investments
435.0,Odd Reitan & family,$5.7 B,70.0,Norway,"retail, real estate",Fashion & Retail
436.0,Antony Ressler,$5.7 B,60.0,United States,finance,Finance & Investments
437.0,Tang Xiao'ou,$5.7 B,54.0,Hong Kong,software,Technology
438.0,Tse Ping & family,$5.7 B,70.0,China,pharmaceuticals,Healthcare
439.0,Ken Xie,$5.7 B,59.0,United States,cybersecurity,Technology
440.0,Anthony Bamford & family,$5.7 B,76.0,United Kingdom,construction equipment,Construction & Engineering
441.0,David Sun,$5.6 B,70.0,United States,computer hardware,Technology
442.0,John Tu,$5.6 B,80.0,United States,computer hardware,Technology
443.0,Erich Wesjohann & family,$5.6 B,76.0,Germany,poultry genetics,Food & Beverage
444.0,Xu Jinfu,$5.6 B,58.0,China,chemicals,Manufacturing
445.0,Tilman Fertitta,$5.6 B,64.0,United States,"Houston Rockets, entertainment",Food & Beverage
446.0,Prajogo Pangestu,$5.6 B,77.0,Indonesia,petrochemicals,Diversified
447.0,Teddy Sagi,$5.6 B,50.0,Israel,gambling software,Gambling & Casinos
448.0,Thomas Straumann,$5.6 B,58.0,Switzerland,dental implants,Healthcare
449.0,Alexander Abramov,$5.5 B,63.0,Russia,"steel, mining",Metals & Mining
450.0,Neil Bluhm,$5.5 B,84.0,United States,real estate,Real Estate
451.0,Don Hankey,$5.5 B,78.0,United States,auto loans,Finance & Investments
452.0,Kwee brothers,$5.5 B,,Singapore,Real Estate,Real Estate
453.0,Jane Lauder,$5.5 B,49.0,United States,Estée Lauder,Fashion & Retail
454.0,Gwendolyn Sontheim Meyer,$5.5 B,60.0,United States,Cargill,Food & Beverage
455.0,John Reece,$5.5 B,65.0,United Kingdom,chemicals,Manufacturing
456.0,Eric Smidt,$5.5 B,62.0,United States,hardware stores,Fashion & Retail
457.0,Ronald Wanek,$5.5 B,80.0,United States,furniture,Manufacturing
458.0,John Brown,$5.4 B,87.0,United States,medical equipment,Healthcare
459.0,Chris Xu,$5.4 B,38.0,China,e-commerce,Fashion & Retail
460.0,Chen Zhiping,$5.4 B,46.0,China,e-cigarettes,Manufacturing
461.0,Samuel Yin,$5.4 B,71.0,Taiwan,retail,Diversified
462.0,Andrew Currie,$5.4 B,66.0,United Kingdom,chemicals,Manufacturing
463.0,M.A. Yusuff Ali,$5.4 B,66.0,India,retail,Fashion & Retail
464.0,Jim Davis & family,$5.4 B,78.0,United States,New Balance,Manufacturing
465.0,Charles Dolan & family,$5.4 B,95.0,United States,cable television,Media & Entertainment
466.0,Tom Golisano,$5.4 B,80.0,United States,payroll services,Service
467.0,Hui Wing Mau,$5.4 B,71.0,Hong Kong,real estate,Real Estate
468.0,Daniel Kretinsky,$5.4 B,46.0,Czechia,"energy, investments",Energy
469.0,Massimiliana Landini Aleotti & family,$5.4 B,79.0,Italy,pharmaceuticals,Healthcare
470.0,Joe Lewis,$5.4 B,85.0,United Kingdom,investments,Finance & Investments
471.0,Li Chunan,$5.4 B,53.0,China,renewable energy,Manufacturing
472.0,Lin Muqin & family,$5.4 B,58.0,China,beverages,Food & Beverage
473.0,Kjell Inge Rokke,$5.4 B,63.0,Norway,"shipping, seafood",Logistics
474.0,Rene Benko,$5.4 B,45.0,Austria,"real estate, retail",Real Estate
475.0,Wang Wenjing,$5.4 B,57.0,China,business software,Technology
476.0,Chip Wilson,$5.3 B,65.0,Canada,Lululemon,Fashion & Retail
477.0,Zhang Yong,$5.3 B,51.0,Singapore,restaurants,Food & Beverage
478.0,Denise Coates,$5.3 B,54.0,United Kingdom,online gambling,Gambling & Casinos
479.0,Ken Fisher,$5.3 B,71.0,United States,money management,Finance & Investments
480.0,Peter Grogg,$5.3 B,80.0,Switzerland,biochemicals,Healthcare
481.0,Dietmar Hopp & family,$5.3 B,81.0,Germany,software,Technology
482.0,Sumet Jiaravanon,$5.3 B,87.0,Thailand,diversified,Diversified
483.0,Nathan Kirsh,$5.3 B,90.0,Eswatini (Swaziland),"retail, real estate",Fashion & Retail
484.0,Forrest Li,$5.3 B,44.0,Singapore,gaming,Media & Entertainment
485.0,Rudolf Maag,$5.3 B,76.0,Switzerland,medical devices,Healthcare
486.0,Gary Rollins,$5.3 B,77.0,United States,pest control,Service
487.0,Mark Scheinberg,$5.3 B,48.0,Canada,online gambling,Gambling & Casinos
488.0,Shen Guojun,$5.3 B,59.0,China,retail,Fashion & Retail
489.0,James Chambers,$5.2 B,64.0,United States,"media, automotive",Media & Entertainment
490.0,Chen Fashu,$5.2 B,61.0,China,investments,Finance & Investments
491.0,Jaran Chiaravanont,$5.2 B,92.0,Thailand,diversified,Diversified
492.0,Ravi Jaipuria,$5.2 B,67.0,India,"soft drinks, fast food",Food & Beverage
493.0,Koon Poh Keong,$5.2 B,60.0,Malaysia,aluminum,Manufacturing
494.0,Li Liangbin,$5.2 B,54.0,China,lithium,Manufacturing
495.0,Liang Feng,$5.2 B,53.0,China,manufacturing,Manufacturing
496.0,Wolfgang Marguerre & family,$5.2 B,80.0,Germany,pharmaceuticals,Healthcare
497.0,Katharine Rayner,$5.2 B,77.0,United States,"media, automotive",Media & Entertainment
498.0,Carlos Rodriguez-Pastor,$5.2 B,62.0,Peru,finance,Finance & Investments
499.0,You Xiaoping,$5.2 B,64.0,China,"chemicals, spandex",Manufacturing
500.0,Eric Yuan & family,$5.2 B,52.0,United States,Zoom Video Communications,Technology
501.0,Robert Bass,$5.1 B,74.0,United States,"oil, investments",Energy
502.0,Wang Yanqing & family,$5.1 B,55.0,China,electrical equipment,Manufacturing
503.0,Alexandre Behring,$5.1 B,55.0,Brazil,investments,Finance & Investments
504.0,Chan Laiwa & family,$5.1 B,81.0,China,real estate,Real Estate
505.0,Jeff Greene,$5.1 B,67.0,United States,"real estate, investments",Real Estate
506.0,Montri Jiaravanont,$5.1 B,91.0,Thailand,diversified,Diversified
507.0,Charles B. Johnson,$5.1 B,89.0,United States,money management,Finance & Investments
508.0,Elizabeth Johnson,$5.1 B,58.0,United States,money management,Finance & Investments
509.0,Lin Bin,$5.1 B,54.0,United States,smartphones,Technology
510.0,Hiroshi Mikitani,$5.1 B,57.0,Japan,online retail,Fashion & Retail
511.0,Isaac Perlmutter,$5.1 B,79.0,United States,Marvel comics,Media & Entertainment
512.0,Michael Pieper,$5.1 B,76.0,Switzerland,kitchen appliances,Manufacturing
513.0,Issad Rebrab & family,$5.1 B,78.0,Algeria,food,Food & Beverage
514.0,Richard Tsai,$5.1 B,64.0,Taiwan,finance,Finance & Investments
515.0,Wang Junshi & family,$5.1 B,73.0,China,solar inverters,Manufacturing
516.0,Tobi Lutke,$5 B,41.0,Canada,e-commerce,Technology
517.0,Shari Arison,$5 B,64.0,Israel,Carnival Cruises,Service
518.0,Thomas Pritzker,$5 B,71.0,United States,"hotels, investments",Finance & Investments
519.0,Alain Bouchard,$5 B,73.0,Canada,convinience stores,Fashion & Retail
520.0,Scott Shleifer,$5 B,44.0,United States,private equity,Finance & Investments
521.0,"Austen Cargill, II.",$5 B,71.0,United States,Cargill,Food & Beverage
522.0,Autry Stephens,$5 B,83.0,United States,oil,Energy
523.0,"James Cargill, II.",$5 B,72.0,United States,Cargill,Food & Beverage
524.0,Peter Thiel,$5 B,54.0,United States,"Facebook, investments",Finance & Investments
525.0,Ben Chestnut,$5 B,47.0,United States,email marketing,Technology
526.0,Tsai Cheng-ta,$5 B,72.0,Taiwan,finance,Finance & Investments
527.0,Wei Fang,$5 B,48.0,China,steel,Manufacturing
528.0,Maximilian Viessmann,$5 B,,Germany,"heating, cooling equipment",Manufacturing
529.0,Leonid Fedun,$5 B,66.0,Russia,oil,Energy
530.0,Hansjoerg Wyss,$5 B,87.0,Switzerland,medical devices,Healthcare
531.0,Johann Graf,$5 B,75.0,Austria,gambling,Gambling & Casinos
532.0,Xiao Yongming & family,$5 B,57.0,China,fertilizer,Diversified
533.0,Huang Chulong,$5 B,63.0,Canada,real estate,Real Estate
534.0,Zhang Tao,$5 B,49.0,China,e-commerce,Fashion & Retail
535.0,Huang Yi,$5 B,60.0,Hong Kong,car dealerships,Automotive
536.0,Daniel Ziff,$5 B,50.0,United States,investments,Finance & Investments
537.0,Vladimir Kim,$5 B,61.0,Kazakhstan,mining,Metals & Mining
538.0,Dirk Ziff,$5 B,58.0,United States,investments,Finance & Investments
539.0,Ronald Lauder,$5 B,78.0,United States,Estee Lauder,Fashion & Retail
540.0,Marianne Liebmann,$5 B,68.0,United States,Cargill,Food & Beverage
541.0,"Robert Rich, Jr.",$4.9 B,81.0,United States,frozen foods,Food & Beverage
542.0,Thomas Schmidheiny,$4.9 B,76.0,Switzerland,cement,Construction & Engineering
543.0,Alexandra Schoerghuber & family,$4.9 B,63.0,Germany,real estate,Real Estate
544.0,Erik Selin,$4.9 B,54.0,Sweden,real estate,Real Estate
545.0,Daniel Tsai,$4.9 B,65.0,Taiwan,finance,Finance & Investments
546.0,Kapil & Rahul Bhatia,$4.9 B,,India,airlines,Service
547.0,Mat Ishbia,$4.9 B,42.0,United States,mortgage lender,Finance & Investments
548.0,Emanuele (Lino) Saputo & family,$4.8 B,85.0,Canada,cheese,Food & Beverage
549.0,Jeff Skoll,$4.8 B,57.0,United States,eBay,Technology
550.0,Frank Wang,$4.8 B,41.0,China,drones,Technology
551.0,Wang Junlin,$4.8 B,59.0,China,liquor,Food & Beverage
552.0,Yang Shaopeng,$4.8 B,64.0,China,shipping,Logistics
553.0,Dona Bertarelli,$4.8 B,54.0,Switzerland,biotech,Healthcare
554.0,Andrei Guriev & family,$4.8 B,62.0,Russia,fertilizers,Manufacturing
555.0,Luciano Hang,$4.8 B,59.0,Brazil,department stores,Fashion & Retail
556.0,Hu Baifan,$4.8 B,59.0,China,pharmaceuticals,Healthcare
557.0,Bidzina Ivanishvili,$4.8 B,66.0,Georgia,investments,Finance & Investments
558.0,Lee Yeow Chor & Yeow Seng,$4.8 B,,Malaysia,"palm oil, property",Food & Beverage
559.0,Leng Youbin,$4.8 B,53.0,China,infant formula,Food & Beverage
560.0,"Julian Robertson, Jr.",$4.8 B,89.0,United States,hedge funds,Finance & Investments
561.0,Marc Rowan,$4.8 B,59.0,United States,private equity,Finance & Investments
562.0,Leonid Boguslavsky,$4.7 B,70.0,Canada,venture capital,Finance & Investments
563.0,Igor Olenicoff,$4.7 B,79.0,United States,real estate,Real Estate
564.0,Richard Branson,$4.7 B,71.0,United Kingdom,Virgin,Diversified
565.0,Mark Shoen,$4.7 B,71.0,United States,U-Haul,Automotive
566.0,Robert Brockman,$4.7 B,80.0,United States,software,Technology
567.0,Andrei Skoch & family,$4.7 B,56.0,Russia,steel,Metals & Mining
568.0,Pierre Chen,$4.7 B,65.0,Taiwan,electronics,Technology
569.0,Fred Smith,$4.7 B,77.0,United States,FedEx,Logistics
570.0,Chu Mang Yee & family,$4.7 B,62.0,China,real estate,Real Estate
571.0,Murat Ulker,$4.7 B,63.0,Turkey,food,Food & Beverage
572.0,Scott Cook,$4.7 B,69.0,United States,software,Technology
573.0,Yu Yong,$4.7 B,61.0,China,mining,Finance & Investments
574.0,Mark Cuban,$4.7 B,63.0,United States,"online media, Dallas Mavericks",Media & Entertainment
575.0,Guenther Fielmann & family,$4.7 B,82.0,Germany,optometry,Healthcare
576.0,Martin Haefner,$4.7 B,68.0,Switzerland,"software, investments",Technology
577.0,Johnelle Hunt,$4.7 B,90.0,United States,trucking,Logistics
578.0,"Andre Koo, Sr.",$4.7 B,54.0,Taiwan,financial services,Finance & Investments
579.0,Lai Meisong,$4.7 B,51.0,China,package delivery,Logistics
580.0,Mangal Prabhat Lodha,$4.7 B,66.0,India,real estate,Real Estate
581.0,Maria Fernanda Amorim & family,$4.7 B,87.0,Portugal,"energy, investments",Diversified
582.0,Min Kao & family,$4.6 B,73.0,United States,navigation equipment,Technology
583.0,Lin Xiucheng & family,$4.6 B,66.0,China,electronics,Technology
584.0,Sami Mnaymneh,$4.6 B,60.0,United States,private equity,Finance & Investments
585.0,Tony Tamer,$4.6 B,64.0,United States,private equity,Finance & Investments
586.0,Richard White,$4.6 B,67.0,Australia,software,Technology
587.0,Baoguo Zhu & family,$4.6 B,59.0,China,pharmaceuticals,Healthcare
588.0,Stéphane Bancel,$4.6 B,49.0,France,"biotech, vaccines",Healthcare
589.0,Bubba Cathy,$4.6 B,67.0,United States,Chick-fil-A,Food & Beverage
590.0,Dan Cathy,$4.6 B,69.0,United States,Chick-fil-A,Food & Beverage
591.0,Trudy Cathy White,$4.6 B,66.0,United States,Chick-fil-A,Food & Beverage
592.0,Jason Chang,$4.6 B,77.0,Singapore,electronics,Technology
593.0,Dagmar Dolby & family,$4.6 B,80.0,United States,Dolby Laboratories,Technology
594.0,Masatoshi Ito,$4.6 B,97.0,Japan,retail,Fashion & Retail
595.0,Viatcheslav Kantor,$4.6 B,68.0,Russia,"fertilizer, real estate",Manufacturing
596.0,Trevor Rees-Jones,$4.5 B,70.0,United States,oil & gas,Energy
597.0,J. Joe Ricketts & family,$4.5 B,80.0,United States,TD Ameritrade,Finance & Investments
598.0,Robert Rowling,$4.5 B,68.0,United States,"hotels, investments",Service
599.0,Mark Stevens,$4.5 B,62.0,United States,venture capital,Finance & Investments
600.0,Gustav Magnar Witzoe,$4.5 B,28.0,Norway,fish farming,Food & Beverage
601.0,Xie Liangzhi & family,$4.5 B,56.0,China,biotech,Healthcare
602.0,Michael Ashley,$4.5 B,57.0,United Kingdom,sports retailing,Fashion & Retail
603.0,Yeung Kin-man,$4.5 B,58.0,Hong Kong,electronics,Manufacturing
604.0,Ron Baron,$4.5 B,78.0,United States,money management,Finance & Investments
605.0,Zhang Hejun,$4.5 B,,China,electronics,Manufacturing
606.0,Bert Beveridge,$4.5 B,60.0,United States,vodka,Food & Beverage
607.0,Todd Boehly,$4.5 B,48.0,United States,finance,Finance & Investments
608.0,David Bonderman,$4.5 B,79.0,United States,private equity,Finance & Investments
609.0,Guo Guangchang,$4.5 B,55.0,China,conglomerate,Diversified
610.0,Ted Lerner & family,$4.5 B,96.0,United States,real estate,Real Estate
611.0,Falguni Nayar,$4.5 B,59.0,India,retailing,Fashion & Retail
612.0,Edwin Leong,$4.4 B,70.0,Hong Kong,real estate,Real Estate
613.0,Lu Yiwen,$4.4 B,35.0,China,jewelry,Fashion & Retail
614.0,N.R. Narayana Murthy,$4.4 B,75.0,India,software services,Technology
615.0,Yang Jianliang & family,$4.4 B,52.0,China,machinery,Manufacturing
616.0,Andrej Babis,$4.4 B,67.0,Czechia,agriculture,Food & Beverage
617.0,Giuseppe De'Longhi & family,$4.4 B,82.0,Italy,coffee makers,Fashion & Retail
618.0,Barry Diller,$4.4 B,80.0,United States,online media,Media & Entertainment
619.0,Christian Haub,$4.4 B,57.0,Germany,retail,Fashion & Retail
620.0,Marian Ilitch,$4.4 B,89.0,United States,Little Caesars,Food & Beverage
